logFC	logCPM	F	PValue	FDR	rank
PDCD4	-0.071582877438007	6.56277169687962	0.241364734155908	0.624094881837373	0.775750946129801	-0.204749379026073
WBSCR22	-0.063539780078139	4.14925444057739	0.241476250708458	0.624014864255359	0.775714382661749	-0.204805065145792
SEC23B	-0.0669242707194374	4.15594885172893	0.241586651912714	0.623935669599265	0.775681868079376	-0.204860185603295
TPM2	-0.136503898460245	3.9776309562708	0.242125521092105	0.623549442362936	0.775343001903743	-0.205129104825255
GOLGA2P5	-0.115648334025809	2.5678914747488	0.242179505937462	0.62351077891407	0.775343001903743	-0.205156034274551
RP11-631M6.3	-0.120645107604322	1.84542538492982	0.242365594817671	0.623377544836136	0.775309311423357	-0.205248845834282
CTD-3088G3.8	-0.182720599989	1.64992459643648	0.242392908675854	0.623357994284654	0.775309311423357	-0.205262466520243
METTL21A	-0.068333610624597	3.25839617295569	0.242740622766478	0.623109229220562	0.775208875656144	-0.205435816118247
RAB39B	-0.130358037852617	1.58543383311151	0.242761249716659	0.623094479050057	0.775208875656144	-0.205446096809302
RP11-329A14.1	-0.168898541613932	0.182352488557501	0.242966808853068	0.622947527907418	0.775208875656144	-0.205548533276607
LA16c-321D4.2	-0.157236745526979	0.404851459771215	0.243114931758043	0.622841685013754	0.775208875656144	-0.205622329042858
APOE	-0.234542938816307	3.28520223247849	0.24367037795019	0.622445141709956	0.774850093453228	-0.205898918453106
MATN1-AS1	-0.129347325851768	1.06881034388553	0.243968307032668	0.622232676463506	0.77475486352533	-0.206047185713401
SCIN	-0.254124687136591	-1.0758845975276	0.244648200306698	0.621748421544423	0.774345400448339	-0.206385308615995
ACTL6A	-0.0987159532103239	4.28771670681977	0.244699568760116	0.621711868374698	0.774345400448339	-0.206410841944306
ANAPC2	-0.0618483683371469	3.80321850996547	0.244967243492129	0.62152147160857	0.774166379522877	-0.206543863257183
PLXNA3	-0.0829738445333409	3.41058219121216	0.245036009903306	0.621472579064659	0.774157300256739	-0.206578028765901
MORF4L1	-0.0531396278236146	5.01151979972879	0.245330486797451	0.621263304268369	0.773998525197799	-0.206724297802321
RAG1	-0.274921246028806	4.37626355032522	0.245663631226072	0.621026738470049	0.773757318342864	-0.206889700757387
CAPN1	-0.0823767015655236	5.9648192549953	0.24574717190586	0.620967447622765	0.773735252803295	-0.206931165827209
RPL21P5	-0.199027413265358	-0.776051974913794	0.245766190252798	0.620953951597026	0.773735252803295	-0.206940604829565
ISCA2	-0.103839774213768	1.42576953020834	0.247001181852956	0.620078953214621	0.772858270229903	-0.207553009272101
MAGI2-AS3	-0.11499573402148	3.93958344837767	0.247104810192949	0.62000565623591	0.772847350699211	-0.207604348468135
RASSF7	-0.123981515942429	1.3978814213736	0.247331119832598	0.619845652691195	0.772699665390082	-0.207716440388255
GCNT1	-0.109087556482504	3.9423353537491	0.247606164849022	0.619651315689398	0.772509157332729	-0.207852623840663
WDR70	-0.0647939884245858	4.22709001384059	0.247787504705623	0.619523261149199	0.772453018189781	-0.207942382590445
CTD-2555O16.4	-0.174059967625065	-0.78162780416842	0.248038083195132	0.619346409511352	0.772336013147516	-0.208066375763856
RPL7P7	-0.208010382021015	-0.497944517012656	0.248406782041739	0.619086394508501	0.772063509752307	-0.208248740252657
GPR75	-0.129054331676054	1.55374434939001	0.248526344043374	0.619002128392538	0.772010161201632	-0.208307857688209
SOGA1	-0.0647050902479778	5.45907574762896	0.24857698348465	0.618966445853544	0.772010161201632	-0.208332893428392
RPL39L	-0.186819633708244	0.571929682358328	0.248833925571182	0.61878546435043	0.771928327763609	-0.208459896696238
DGCR8	-0.0591396711288052	4.58176665569047	0.249064381426141	0.618623238232632	0.771848009724609	-0.208573769999435
RP11-147L13.13	-0.106437099544126	1.42653077194286	0.249405893920749	0.618383007892037	0.771651757702188	-0.208742452595735
EPB41L3	-0.223716950626917	3.60280869459968	0.249716791737637	0.618164491691632	0.771482552742984	-0.208895945091675
RP11-629B11.4	-0.135294296732487	0.466570239994279	0.250373785505203	0.617703279373693	0.771298213579701	-0.209220092995933
UBE2D4	-0.113755500352525	2.60861525933479	0.250425433309832	0.617667054530744	0.771298213579701	-0.209245562685424
MRRF	-0.0767165740564414	3.57605192370573	0.250468243595461	0.617637031709567	0.771298213579701	-0.209266672865041
MICAL2	-0.14788524565465	5.04700450483505	0.250656760528669	0.61750486313117	0.771298213579701	-0.209359617788596
RP11-800A3.7	-0.235170826824487	-0.8800235757653	0.250724552282224	0.61745734977807	0.771298213579701	-0.209393035470307
FAM229B	-0.15687254973249	0.326046347263176	0.250812237522948	0.617395905562717	0.771298213579701	-0.209436254992269
LSM8	-0.0686255446035298	3.58206629153994	0.25131389472264	0.617044634619179	0.770912217066851	-0.209683419649591
DCAF17	-0.0851373923038932	3.78844412588365	0.251729207736364	0.616754155881744	0.77072546440811	-0.209887915416778
PYGO2	-0.0803999267484534	4.02983424417955	0.251756539608261	0.616735049924596	0.77072546440811	-0.209901369303075
GLTSCR1L	-0.0878912841684426	4.70689057656971	0.251831453841733	0.616682688855801	0.77072546440811	-0.209938242655132
GBA	-0.0735233102723413	2.27681088781281	0.252235193968804	0.616400663902123	0.770573298884159	-0.210136902191007
DMWD	-0.118490021683939	2.81984291877775	0.252239240309704	0.616397838840625	0.770573298884159	-0.210138892635702
LRRC40	-0.0861648540031387	3.06028782118158	0.252553209443105	0.616178719437818	0.770544995443657	-0.210293304705087
SLC35G1	-0.176468491924189	0.535820916211185	0.25309141808878	0.615803500073951	0.770344304495871	-0.210557847003975
SLC1A2	-0.275465009582182	-0.804728457286922	0.253111872001321	0.615789250230648	0.770344304495871	-0.210567896800571
PGPEP1	-0.0719011342560761	4.31905337549144	0.253863091843245	0.615266389744448	0.769931202445507	-0.210936808538176
RP11-70P17.1	-0.262454342933008	-1.30949674437675	0.253969629899121	0.615192316285626	0.76989028323646	-0.210989097484247
NUDT11	-0.187749871225003	1.68655243353258	0.255339932201515	0.614241311236528	0.768958713636256	-0.21166097812622
SDCCAG3P1	-0.178272890987054	-0.893072734141884	0.255699247750823	0.613992473120796	0.768698912725006	-0.211836952803687
KRBOX4	-0.104184413552291	1.70980188272335	0.256045803559509	0.613752679709872	0.768467426118418	-0.212006598688657
ZNF837	-0.178007549012084	0.0397344605721186	0.256242925979188	0.613616375237819	0.768383143366443	-0.212103059129918
SNORD11_2	-0.114757612375503	1.22596588932404	0.25627904742848	0.613591405446049	0.768383143366443	-0.212120732164512
RP11-115C21.2	-0.128399187958695	0.505499302923587	0.256522024852792	0.613423499146917	0.768296726938536	-0.212239590997233
UBTD2	-0.104511920163141	3.22695846070639	0.256708822070314	0.613294483434108	0.768290275194687	-0.212330941761066
AP4E1	-0.0655277748475469	3.7746821966045	0.256736981299341	0.613275039750415	0.768290275194687	-0.212344710706693
SNX1	-0.0590835755624164	5.24958129184441	0.257329328773153	0.612866340001168	0.767960730959039	-0.212634230423355
COX18	-0.0895065018087045	2.57444658709435	0.257515341776193	0.612738119490951	0.767851769646954	-0.212725100621854
IQCG	-0.102796524384988	1.95296360893848	0.257555595745701	0.61271037972609	0.767851769646954	-0.212744762364992
MKI67	-0.151979507808262	7.47605627401479	0.257962920470223	0.612429838057149	0.76756883050902	-0.212943658294007
RP11-54O7.1	-0.269978252304518	-0.828947710652674	0.258399893101524	0.612129186620651	0.767295379227825	-0.213156912632654
MAP3K6	-0.162030902428345	1.67395675299171	0.258540198132174	0.612032720110761	0.767226142267653	-0.213225359253627
LINC02019	-0.220029522582521	-0.537999418369687	0.258568749783321	0.612013093505619	0.767226142267653	-0.213239286389716
RP11-384K6.6	-0.0935781513937005	2.02986517245011	0.258990031079086	0.611723660383133	0.767045409192003	-0.21344472143924
RAD50	-0.110344467991852	1.63737084549828	0.259758735577702	0.611196300728272	0.766539109250636	-0.213819282996111
RASD1	-0.218018673704837	3.01213879516169	0.259771401391365	0.611187619758331	0.766539109250636	-0.213825451430233
PIK3R6	-0.107497083150973	3.18372080186765	0.259867351250915	0.611121865747802	0.766539109250636	-0.213872177082455
CTA-797E19.1	-0.197518676917297	0.145638231402235	0.259910085810357	0.61109258487356	0.766539109250636	-0.213892986069134
RPP30	-0.0845897793376514	2.87159001336136	0.26020569358279	0.61089012338782	0.766361721566815	-0.214036896300047
TSPAN13	-0.092122959662871	2.46896702078669	0.260359856558821	0.610784594874863	0.766298116300042	-0.214111925193238
PATL2	-0.110568502303199	2.0276808604656	0.260872774563544	0.610433772901138	0.765995795140898	-0.214361446581927
MAST4-AS1	-0.23150948414727	-0.748634092561971	0.261008022734168	0.610341339373151	0.765983114794334	-0.21442721360293
SIK3-IT1	-0.13357032607329	1.91763084368055	0.261173654952646	0.610228181459382	0.765892756009454	-0.214507739712809
NAPG	-0.0564435224721142	3.80686721645385	0.261390890446575	0.610079837478214	0.765809876942432	-0.21461332776396
RP11-405O10.2	-0.130760232921276	1.57661504209224	0.261448788038629	0.61004031398826	0.765809876942432	-0.214641464064435
GLRX3P2	-0.099815780883355	1.03783307484878	0.261711312049979	0.609861172657237	0.765690351582611	-0.214769015498637
CEACAM19	-0.167428035610644	0.738188895879151	0.261730755202124	0.609847909539581	0.765690351582611	-0.21477846053581
PRKAG2	-0.0779120599624774	3.87617321437004	0.262066110924095	0.60961924500759	0.765541565062845	-0.214941331253967
CCDC117	-0.0729866252221937	4.28100807689573	0.262292706734587	0.609464843786678	0.765450986310914	-0.215051341054301
CTD-2562G15.3	-0.165092396924246	-0.0277479468680378	0.262796392030191	0.609121936906643	0.765175251600541	-0.215295759543154
METTL21B	-0.145375851756022	1.27171168449354	0.262865717210605	0.609074773142847	0.765167659913724	-0.215329387876253
DBNL	-0.0634387353529464	5.61461439727272	0.263405774454929	0.608707626832702	0.764809690756443	-0.215591256698435
GBA2	-0.0676423459469309	3.98664381369802	0.263779733479291	0.608453677710747	0.764611816258849	-0.215772479521636
RP5-908M14.9	-0.175936342789126	-0.498595508369881	0.263970631018566	0.608324130290083	0.764585978820524	-0.215864956109854
HYKK	-0.217446928259885	-0.785529123296823	0.264446392313379	0.60800152561968	0.764331831263097	-0.216095330978289
MCM10	-0.137412103406594	4.04830155571294	0.264546543128026	0.607933662074721	0.764331831263097	-0.216143808501478
PATJ	-0.115347999309774	3.58654446082456	0.264615685351643	0.607886819859578	0.764331831263097	-0.216177272842422
PSME4	-0.0610549044990365	6.32321092424242	0.265211715736247	0.607483344400222	0.764072009281668	-0.216465624781891
MAP3K7	-0.0545616966455332	4.68293663926352	0.265542722577495	0.607259521366571	0.763884676285978	-0.216625667062899
HDAC7	-0.0759198498670484	6.35661678750197	0.265922969604068	0.607002620741771	0.763647134525244	-0.216809433848577
CTD-3113P16.11	-0.201102733363071	-1.19439390660679	0.265954838018932	0.606981100535255	0.763647134525244	-0.216824831265818
CAMSAP1	-0.0618407346078333	5.27703790709109	0.26619732471708	0.606817406837079	0.76353167203663	-0.216941969769185
CPT2	-0.101865025549946	2.98457077079482	0.266240360663143	0.606788364756902	0.76353167203663	-0.216962755456698
RP11-439E19.9	-0.23355975450684	-0.652665942835468	0.266291591668279	0.606753796259315	0.76353167203663	-0.216987497749526
RP11-216L13.19	-0.162126143662242	-0.0454778748465293	0.266743572314949	0.606449001525338	0.763279215854651	-0.217205714644684
RP11-10E18.7	-0.127804318798535	0.867503923782332	0.267217160364416	0.606129986938798	0.763065205125306	-0.217434229700768
SARS2	-0.128929169607383	1.13951047824415	0.26779035168224	0.605744357813413	0.762640600608806	-0.217710622393778
TTC1	-0.0870668664674552	4.56731850684643	0.267997102908877	0.605605389194771	0.762559553534733	-0.217810268767005
DUSP27	-0.257173684940313	0.288580347994309	0.268048614917073	0.605570775794393	0.762559553534733	-0.217835091594967
RNU6-107P	-0.232865516096195	-1.16761982201948	0.268272502579003	0.605420383929335	0.762481387760207	-0.217942960850542
PCLO	-0.167787757289503	2.86746707724207	0.268815905272826	0.605055695666918	0.762073668943414	-0.218204646492158
UBE2F	-0.0994222209111863	2.35824872124314	0.26914977486127	0.604831861380729	0.761894887393217	-0.218365339105112
FBXL14	-0.108164447358284	4.73595982260691	0.269787573712558	0.604404755479537	0.761459965468059	-0.218672127274116
CTC-559E9.6	-0.162697519594386	0.116416708796462	0.270087982574325	0.604203807173314	0.761309889211879	-0.218816542503399
C16orf70	-0.0950463429209865	2.51686354793787	0.270369274419867	0.604015775342	0.761176049543813	-0.218951718573383
AIMP2	-0.0956533430931866	3.2468340533616	0.270426774229377	0.603977354441203	0.761176049543813	-0.21897934453383
CRISPLD1	-0.0858517702748451	3.20846850456286	0.270711531282903	0.603787158658994	0.760991021967391	-0.21911612778666
ZFX	-0.0767846068241919	5.55259099599532	0.270879054134051	0.603675325749068	0.760953154148398	-0.219196574867116
FUK	-0.0937422310113484	1.73224878598205	0.271149450362323	0.60349491065362	0.760777271014332	-0.219326388009663
AC127904.2	-0.149129232067671	1.39667235235864	0.271500190203139	0.603261058797466	0.760533996077456	-0.219494707992414
RP5-1021I20.1	-0.228788478913517	-1.31644930291149	0.2715319426272	0.603239897718789	0.760533996077456	-0.219509942360281
RP11-126K1.2	-0.235793986827549	-1.02614522812205	0.271652081409314	0.60315984670695	0.760533996077456	-0.219567577837948
CPVL	-0.172398653498423	3.61786910088949	0.271994185903159	0.602932018648914	0.760428290837671	-0.219731652354071
CAP2P1	-0.141092858918534	1.93839093630884	0.272140403913931	0.602834698898533	0.760408627786327	-0.219801757839731
NOL4L	-0.0661481968551315	6.19657174651655	0.27312145437445	0.602182591444768	0.759740569638907	-0.220271803703294
TSEN54	-0.089977596197759	3.21473663456964	0.273498594441478	0.601932302445458	0.75947628721895	-0.220452349817952
PART1	-0.30695585520816	-1.7049331408122	0.273800944344586	0.601731806802292	0.759377786434524	-0.22059703163011
MAML3	-0.0818902759301446	6.0402916972106	0.274202397049024	0.601465811734523	0.759128395553264	-0.220789053605965
IBA57	-0.0778970060665798	3.82462187218996	0.275409301830257	0.600667632445812	0.758556028288456	-0.221365769798788
FAM127B	-0.134232423939825	2.03750653044397	0.275495414117701	0.600610768003272	0.758556028288456	-0.22140688585252
TUSC1	-0.191357069485323	1.91694029746466	0.275596279039509	0.600544176056721	0.75854778903499	-0.221455040364308
OFD1P17	-0.113784750523264	0.690094148189472	0.275956306134952	0.600306609719043	0.758488743406653	-0.221626874787214
SLC35A2	-0.101532482771957	1.83564975699709	0.276112629345068	0.600203520422838	0.758462307189667	-0.221701461600722
TMEM187	-0.148543200392018	0.538136846131735	0.276556726566369	0.599910858248815	0.758159552451368	-0.221913277360983
WBP5	-0.0998665584253647	4.43949581443172	0.276609306347719	0.599876227811879	0.758159552451368	-0.22193834815537
ELOVL6	-0.110598569208137	3.65369234138651	0.277531644563255	0.599269434562799	0.757541668737966	-0.222377872711048
ARHGAP27P1-BPTFP1-KPNA2P3	-0.186193881196158	-0.258808434598493	0.277622108853412	0.59920998886728	0.757541668737966	-0.222420955532586
RP11-388M20.1	-0.13861291633984	1.29430119089789	0.278029802120815	0.598942240002813	0.757398382736822	-0.222615057506455
SF3B3	-0.0687215544983453	6.54381133983089	0.278461195066931	0.598659199985627	0.757297783367271	-0.222820339023002
GMCL1P1	-0.175232517629611	0.01994701491195	0.278688937320567	0.598509889826642	0.757297783367271	-0.222928668880543
RNASEH1-AS1	-0.133445072481596	1.48817206400957	0.27930356508315	0.598107323049266	0.757011363576434	-0.223220880182079
CTAGE13P	-0.235947508519544	-0.877755950351042	0.279672934505725	0.597865667598723	0.756808458685513	-0.223396385199235
GSTO1	-0.0956732257668857	3.52152614823279	0.279865999322253	0.597739438649071	0.7567001479272	-0.223488088615702
UGDH-AS1	-0.206075172160557	-0.645229934050079	0.279974977627403	0.597668211476496	0.75666145592289	-0.223539842622871
POLL	-0.0769744119017988	3.53851643517186	0.2800373842489	0.597627431108158	0.75666145592289	-0.223569476611845
ATRIP	-0.174698646587323	-0.539571763944482	0.280095840001157	0.597589237765678	0.75666145592289	-0.22359723251305
RRP15	-0.0934733826206546	3.92819876323874	0.280134904420804	0.5975637170213	0.75666145592289	-0.223615779960746
WDR25	-0.131725891840237	0.955590318070427	0.281068740631552	0.59695432069033	0.756426693864873	-0.224058900078547
C16orf59	-0.175201284260121	1.3743061184128	0.28114461243063	0.596904865859124	0.756415536904562	-0.224094880804834
FBXO46	-0.0934683066666794	3.46996561454743	0.281213580472091	0.596859918468709	0.756415536904562	-0.224127584740984
LRRC34	-0.155982136728412	1.076049858527	0.282305070345154	0.596149519723973	0.755952571367783	-0.224644801590035
CBX1	-0.0930938392345926	4.75260460359467	0.282510478053072	0.596016026822844	0.755855396109827	-0.224742061959191
C6orf89	-0.0827035931403246	4.33103385943392	0.282706055901369	0.595888980177515	0.75574578402012	-0.224834645943478
BCAS3	-0.0764369620473226	3.70366564011848	0.283223599292874	0.595553057997063	0.755577234827119	-0.225079541034486
POGK	-0.0785166168573086	5.28029942680553	0.283538538074527	0.595348833458648	0.755369636778843	-0.225228493003761
ABL2	-0.0610869887633733	4.78439666915114	0.284324644231308	0.594839711995616	0.754878149919755	-0.225600045320147
CYP27B1	-0.151348791644898	0.620243438817481	0.28440638304575	0.594786825834737	0.754878149919755	-0.225638659401328
AP4S1	-0.0878125634119224	2.9218060041574	0.28444239873235	0.594763526281658	0.754878149919755	-0.225655672329476
HDHD5	-0.105007397159118	2.91249159783351	0.284529522338632	0.594707171432826	0.754878149919755	-0.225696824414923
MIR181A2HG	-0.20481856254304	-0.655091597158258	0.284674812093451	0.594613217194308	0.754878149919755	-0.225765441429841
KIFC1	-0.17375935256672	4.2219561954532	0.285094817393718	0.594341786530464	0.754632811563516	-0.225963734622108
MPZL1	-0.0853193547266524	4.02645863535441	0.285243215154548	0.594245945193032	0.754587726774392	-0.226033772975969
TMEM39B	-0.0816597470229899	2.74595237391901	0.285249989280492	0.59424157095146	0.754587726774392	-0.226036969827348
RP13-188A5.1	-0.177282473957822	-0.299948656591869	0.28537600389402	0.594160211994212	0.754581847173649	-0.226096434137733
PDCD2L	-0.196609878729587	0.120190730585808	0.285886078128716	0.593831128187196	0.754307157031352	-0.226337040748728
RP11-68I3.11	-0.227850577687154	-0.762858712372296	0.286440150538226	0.593474086168512	0.753916288600743	-0.226598239606985
SFT2D3	-0.0885754569721674	2.74351468413784	0.287361655374856	0.592881256037594	0.753471821632806	-0.227032279673792
DLX2	-0.273384018605418	-0.50837078208948	0.288214227976604	0.592333862167713	0.752893148340933	-0.227433439177022
B3GALT6	-0.0879384074476718	3.12273306807499	0.288254816918491	0.592307828107277	0.752893148340933	-0.22745252756279
LA16c-431H6.7	-0.226383333681801	-0.778752937742579	0.289065321685391	0.591788458433985	0.752473434123225	-0.227833509076215
LINC00526	-0.180046323754387	-0.285868259586326	0.289100291734456	0.591766070860465	0.752473434123225	-0.227849938905857
ITGB3BP	-0.101885160324828	3.0639981095924	0.290057361031882	0.591154039395458	0.751892984625473	-0.228299338505065
SAMD13	-0.16603588863674	-0.264077898243305	0.290163588253954	0.591086189122464	0.751892984625473	-0.228349187932412
PPP2R2A	-0.0564148990383243	4.84550508413763	0.290289359354121	0.591005876372933	0.751858709752345	-0.228408200906137
RP11-192H23.4	-0.163307733807285	0.228089367688899	0.290421680859404	0.590921405038725	0.751854051621237	-0.228470278218279
AMN1	-0.121007009399623	0.865130157738853	0.290579320378363	0.590820803653284	0.751828866469282	-0.228544220955286
RP5-1024G6.5	-0.229412174475168	-1.167417134421	0.290643092427743	0.59078011603046	0.75182850493057	-0.228574130224629
RPH3AL	-0.15394070161721	1.41141844349021	0.291132252936211	0.590468215208561	0.751534374049309	-0.228803475410426
NEK4	-0.0893521674988546	3.99622349229859	0.291214332490644	0.590415912450794	0.751519207803843	-0.228841946245234
C1orf52	-0.0771008016426755	3.49769276220569	0.292197588645644	0.589790101372788	0.750979485859097	-0.229302520619845
RP11-53B2.3	-0.231888620983511	-1.1616436570967	0.292266284127582	0.589746429832919	0.750975266292408	-0.229334679536993
MFN2	-0.0653100514611812	5.19291443376112	0.292600207434523	0.589534240481183	0.750959358167367	-0.2294909657679
CDC25A	-0.152774033505069	3.79406644903027	0.292823092667914	0.589392696728509	0.750884520109824	-0.229595249874216
LINC01374	-0.337101795837021	-1.10025976261711	0.292925460382736	0.589327711255588	0.75085313598384	-0.229643137112158
CCDC183	-0.187328626201049	-0.430359104562363	0.29320805916455	0.589148387068391	0.750676060433349	-0.229775306963856
DNM1P46	-0.150591116918836	0.56240132860792	0.293238381638163	0.589129152469698	0.750676060433349	-0.229789486102122
RP11-572M11.4	-0.190836327899845	-0.536807980878222	0.2934333654861	0.58900549819478	0.750596788824029	-0.229880651181474
ZNRF2P1	-0.175797881442749	0.446627603952896	0.29378846327218	0.588780439961195	0.750482226430939	-0.230046626248719
SNRPA1	-0.0955991408144411	3.69826180999423	0.293980048699152	0.588659087765584	0.750463709587694	-0.230136146921104
CCT6B	-0.140030296175495	0.873028509591415	0.294344675841712	0.588428270626848	0.750323666129266	-0.230306470067049
ID1	-0.201899337068705	3.44162482642972	0.295707955731134	0.587566922097348	0.749430755116008	-0.230942661409609
RBSN	-0.0642269549373871	4.39213942970357	0.295767404719158	0.587529419642597	0.749430755116008	-0.230970381875724
LTBP3	-0.114454382667243	5.1861044269058	0.295940039702808	0.587420543302629	0.749361289886461	-0.231050869377804
NPIPB2	-0.232922660621453	-1.16690031092383	0.296462703720416	0.587091163914041	0.749080662240296	-0.231294455974323
FAM129C	-0.300667803233503	3.29574623483966	0.297055392849301	0.586718110899407	0.748656010945359	-0.231570505711949
NAPA-AS1	-0.158203685721034	0.280744928209437	0.297232404137749	0.586606789405144	0.748565295381355	-0.231652914788597
DUS4L	-0.116710605881176	1.93255927951408	0.297386766296088	0.586509746972455	0.748492790046186	-0.231724766121038
NFYB	-0.0884328109868217	3.78599225699555	0.298604578975358	0.585745293166506	0.747671039596813	-0.23229119254752
RP11-282K24.3	-0.104795256738115	2.17503733484005	0.298856509808582	0.585587402486602	0.747520778313143	-0.232408274656977
LINC00264	-0.237505397522073	-0.587401449366161	0.299139037355399	0.585410439086392	0.747346147812815	-0.23253953745878
ANLN	-0.163149435709499	4.27951068838628	0.299239266507376	0.585347685874131	0.747317306260434	-0.232586094255187
RP11-274B21.1	-0.136691436816174	0.82039966409023	0.300301422519975	0.584683511531672	0.746930576862649	-0.233079153386556
MSS51	-0.177204512229652	1.02266367315631	0.3008726195981	0.584326969701669	0.746654472319374	-0.233344068298142
HSPA4	-0.0806241195082023	6.35587376405344	0.301019181463416	0.584235556700933	0.746614603330194	-0.233412015303078
USP14	-0.0620873844954955	5.19656724093309	0.301123441889112	0.584170545436107	0.746582795980432	-0.233460344447462
PHF23	-0.0871663049990502	3.75869273881833	0.301677122050655	0.583825545383912	0.746295648039007	-0.23371690630492
LENG9	-0.134451155903593	1.04579598291891	0.302001191443138	0.583623808004593	0.746140283019544	-0.233867000064876
C12orf49	-0.104030870021108	3.09284685984633	0.302491152510016	0.583319068708452	0.745877277385325	-0.234093826245287
RP5-1085F17.3	-0.123016288708451	1.1140967099958	0.302745114989313	0.583161239230964	0.745753854691071	-0.234211349826451
NCAPG2	-0.101976572433867	4.73590629347749	0.30334878448186	0.58278642444182	0.745530715386593	-0.23449057333766
SH3BP5L	-0.0747194920490372	3.9992534165523	0.303840158224739	0.582481692569544	0.745345848943342	-0.234717719986013
ADGRF3	-0.145245824226647	0.581144093506466	0.304035939719455	0.58236036572466	0.745241846186953	-0.234808189898316
APP	-0.10850960299435	7.049004238231	0.304240140496921	0.582233875737584	0.745131221439131	-0.234902529886723
SARNP	-0.118364011356892	1.4015587639284	0.304507999371235	0.582068037449503	0.745021463809352	-0.235026248061663
RNU6-10P	-0.224287873135489	-0.817533790137527	0.305210664044365	0.581633452105633	0.744624486163901	-0.235350623388543
PRR26	-0.31745663556845	-1.57677053867575	0.305228579559876	0.581622380234493	0.744624486163901	-0.23535889061989
DIRC2	-0.114123601499926	2.03705691137856	0.305298207826835	0.581579353676763	0.744624486163901	-0.23539101952077
CTD-2528L19.3	-0.184804932425737	-0.213752749716536	0.305510391230254	0.581448275178657	0.74458671148059	-0.235488913443927
POMT2	-0.0880103909362564	2.67600221049998	0.305913247094888	0.581199570438013	0.744524411862215	-0.235674715358995
DENND5B	-0.0952812591461748	3.61214590655388	0.306092133264823	0.581089202966877	0.744524411862215	-0.235757193973495
RP5-1180D12.1	-0.172352555765639	0.501205428058384	0.306443538554853	0.580872519055672	0.744361671688447	-0.235919169409107
PRPSAP2	-0.109886647521304	2.92975432035996	0.306446977249036	0.580870399487436	0.744361671688447	-0.235920754125957
NAA38	-0.100097535657633	3.89455955723132	0.306802054697835	0.580651617867802	0.74418109410318	-0.23608435955031
BAIAP2L1	-0.267400155477804	-1.36919516103518	0.307238748111146	0.580382775465027	0.743990264938911	-0.236285484986014
RPL34P20	-0.195872824907467	0.865105670734569	0.30725214776509	0.580374530165776	0.743990264938911	-0.236291654902756
TRMT2B	-0.0755591310439573	3.21438404184545	0.307478434825017	0.580235322960075	0.743954998252676	-0.23639583620262
KDM1A	-0.0651637919921337	6.55266042472052	0.307479743191541	0.580234518274566	0.743954998252676	-0.236396438493975
SSH3	-0.0794214594215242	3.27789472252464	0.307672356838235	0.580116079425146	0.743954998252676	-0.236485096765064
SRP54-AS1	-0.145859505001928	0.274916697099968	0.309071668599575	0.579257091770594	0.74311037322766	-0.237128640493563
ANOS2P	-0.297578008891453	-0.255425437969312	0.309272926400245	0.57913375650842	0.743048721889065	-0.237221120202062
GNPTAB	-0.0785015260705079	5.77029699491753	0.309307515918213	0.579112564579722	0.743048721889065	-0.237237012396198
RP11-267M23.1	-0.233980491769801	-0.879497525051623	0.30936413494617	0.579077879203466	0.743048721889065	-0.237263024815133
ANKRD24	-0.220432858063993	-0.693868180135107	0.309498153551245	0.578995794661058	0.743048721889065	-0.237324590611302
RP1-178F15.4	-0.212113363797753	-1.17612111136621	0.310547369530802	0.578353968506548	0.742514878292386	-0.237806280061961
UBE2SP1	-0.163516562235457	-0.156905698158095	0.310676133849342	0.578275298878582	0.742465104638975	-0.237865358258121
Y_RNA_517	-0.231159343908706	-0.362894120322338	0.310681263676168	0.578272165211552	0.742465104638975	-0.237867711701177
MTSS1L	-0.078592347973436	5.31323522014991	0.310770093508174	0.578217906947605	0.742465104638975	-0.237908462703221
RP11-337C18.9	-0.175566661385152	0.39082275588921	0.310779101595692	0.578212405274488	0.742465104638975	-0.237912594982098
MORC3	-0.0634229809001013	5.10257437006465	0.310836887819884	0.578177114931598	0.742465104638975	-0.237939102315343
NGLY1	-0.0654470409797454	5.01107655960467	0.310863398391149	0.578160926230772	0.742465104638975	-0.237951262536987
HEXA-AS1	-0.227132714774245	-0.681045032496295	0.310973351788554	0.578093792774295	0.742465104638975	-0.238001693794482
AP003774.4	-0.272351005113689	-0.910418116245305	0.31110242038753	0.578015008161555	0.742465104638975	-0.238060884975446
BTN3A3	-0.125084512643214	3.18787365072054	0.311422813199401	0.577819530254726	0.742392171440996	-0.238207783124372
AF013593.1	-0.133327429577964	-0.0531978792550828	0.311778232743372	0.577602836280494	0.7422675122588	-0.238370682858876
BLNK	-0.362036827880131	3.01697504811113	0.312006146464967	0.577463966054717	0.742140305293609	-0.238475110711748
FGF13	-0.296898597704901	-0.513478100791638	0.312380081813503	0.577236267598123	0.741898913348934	-0.238646390116803
INTS1	-0.0663506500864844	6.25574067239093	0.312873496315683	0.576936089250062	0.741702690009831	-0.238872293643804
C16orf58	-0.0757008557387428	4.84944132458032	0.313002010924735	0.576857955957127	0.741668820869911	-0.238931113254058
SEPSECS	-0.0998648707342571	2.40916259274067	0.313359051583607	0.576640995836381	0.741492339888285	-0.239094485026867
PTGDR2	-0.181219285806679	1.79764175268352	0.313567467188809	0.576514424670871	0.741380816466867	-0.239189821974502
